locus_tag	type	GO_ID	GO_term
b1071	process	GO:0006351	DNA-templated transcription
b1071	process	GO:0044781	bacterial-type flagellum organization
b1071	process	GO:0045892	negative regulation of DNA-templated transcription
b1072	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1072	process	GO:0044780	bacterial-type flagellum assembly
b1072	process	GO:0044781	bacterial-type flagellum organization
b1072	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1073	process	GO:0006935	chemotaxis
b1073	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1073	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1074	process	GO:0006935	chemotaxis
b1074	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1074	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1074	process	GO:0071978	bacterial-type flagellum-dependent swarming motility
b1075	process	GO:0044781	bacterial-type flagellum organization
b1076	process	GO:0071978	bacterial-type flagellum-dependent swarming motility
b1077	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1077	process	GO:0006935	chemotaxis
b1077	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1077	process	GO:0071978	bacterial-type flagellum-dependent swarming motility
b1078	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1078	process	GO:0071978	bacterial-type flagellum-dependent swarming motility
b1078	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1078	process	GO:0006935	chemotaxis
b1078	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1078	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1078	process	GO:0071978	bacterial-type flagellum-dependent swarming motility
b1079	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1079	process	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility
b1079	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1079	process	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility
b1079	process	GO:0006970	response to osmotic stress
b1079	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1079	process	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility
b1080	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1080	process	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility
b1080	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1080	process	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility
b1080	process	GO:0006974	DNA damage response
b1080	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1080	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1080	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1080	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1080	process	GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility
b1081	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1081	process	GO:0044780	bacterial-type flagellum assembly
b1081	process	GO:0044781	bacterial-type flagellum organization
b1081	process	GO:0071555	cell wall organization
b1081	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1082	process	GO:0044780	bacterial-type flagellum assembly
b1082	process	GO:0044780	bacterial-type flagellum assembly
b1082	process	GO:0044780	bacterial-type flagellum assembly
b1083	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1083	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b1084	process	GO:0000967	rRNA 5'-end processing
b1084	process	GO:0006401	RNA catabolic process
b1084	process	GO:0006402	mRNA catabolic process
b1084	process	GO:0008033	tRNA processing
b1084	process	GO:0051289	protein homotetramerization
b1084	process	GO:0006364	rRNA processing
b1084	process	GO:0006364	rRNA processing
b1084	process	GO:0006396	RNA processing
b1084	process	GO:0006396	RNA processing
b1084	process	GO:0006401	RNA catabolic process
b1084	process	GO:0006402	mRNA catabolic process
b1084	process	GO:0008033	tRNA processing
b1084	process	GO:0032781	positive regulation of ATP-dependent activity
b1084	process	GO:0051259	protein complex oligomerization
b1086	process	GO:0000455	enzyme-directed rRNA pseudouridine synthesis
b1086	process	GO:0000455	enzyme-directed rRNA pseudouridine synthesis
b1086	process	GO:0000455	enzyme-directed rRNA pseudouridine synthesis
b1086	process	GO:0000455	enzyme-directed rRNA pseudouridine synthesis
b1086	process	GO:0001522	pseudouridine synthesis
b1086	process	GO:0006364	rRNA processing
b1086	process	GO:0009451	RNA modification
b1087	process	GO:0009117	nucleotide metabolic process
b1088	process	GO:0042254	ribosome biogenesis
b1089	process	GO:0006412	translation
b1089	process	GO:0006412	translation
b1089	process	GO:0000302	response to reactive oxygen species
b1089	process	GO:0009314	response to radiation
b1089	process	GO:0000027	ribosomal large subunit assembly
b1089	process	GO:0002181	cytoplasmic translation
b1089	process	GO:0006412	translation
b1090	process	GO:0006629	lipid metabolic process
b1090	process	GO:0006633	fatty acid biosynthetic process
b1090	process	GO:0006644	phospholipid metabolic process
b1090	process	GO:0008654	phospholipid biosynthetic process
b1090	process	GO:0006629	lipid metabolic process
b1090	process	GO:0006633	fatty acid biosynthetic process
b1090	process	GO:0006644	phospholipid metabolic process
b1090	process	GO:0008654	phospholipid biosynthetic process
b1090	process	GO:0006629	lipid metabolic process
b1090	process	GO:0006633	fatty acid biosynthetic process
b1090	process	GO:0006644	phospholipid metabolic process
b1090	process	GO:0008654	phospholipid biosynthetic process
b1090	process	GO:0008654	phospholipid biosynthetic process
b1090	process	GO:0042304	regulation of fatty acid biosynthetic process
b1090	process	GO:0055088	lipid homeostasis
b1091	process	GO:0006629	lipid metabolic process
b1091	process	GO:0006631	fatty acid metabolic process
b1091	process	GO:0006633	fatty acid biosynthetic process
b1091	process	GO:0006629	lipid metabolic process
b1091	process	GO:0006631	fatty acid metabolic process
b1091	process	GO:0006631	fatty acid metabolic process
b1091	process	GO:0006633	fatty acid biosynthetic process
b1091	process	GO:0030497	fatty acid elongation
b1092	process	GO:0006633	fatty acid biosynthetic process
b1092	process	GO:0006633	fatty acid biosynthetic process
b1092	process	GO:0006629	lipid metabolic process
b1092	process	GO:0006631	fatty acid metabolic process
b1092	process	GO:0006633	fatty acid biosynthetic process
b1092	process	GO:0006633	fatty acid biosynthetic process
b1093	process	GO:0006629	lipid metabolic process
b1093	process	GO:0006631	fatty acid metabolic process
b1093	process	GO:0006633	fatty acid biosynthetic process
b1093	process	GO:0030497	fatty acid elongation
b1093	process	GO:0006633	fatty acid biosynthetic process
b1093	process	GO:0008610	lipid biosynthetic process
b1093	process	GO:0009102	biotin biosynthetic process
b1093	process	GO:0006629	lipid metabolic process
b1093	process	GO:0006631	fatty acid metabolic process
b1093	process	GO:0006633	fatty acid biosynthetic process
b1093	process	GO:0030497	fatty acid elongation
b1093	process	GO:0030497	fatty acid elongation
b1093	process	GO:0030497	fatty acid elongation
b1094	process	GO:0006629	lipid metabolic process
b1094	process	GO:0006631	fatty acid metabolic process
b1094	process	GO:0006633	fatty acid biosynthetic process
b1094	process	GO:0009245	lipid A biosynthetic process
b1094	process	GO:0006629	lipid metabolic process
b1094	process	GO:0006631	fatty acid metabolic process
b1094	process	GO:0006633	fatty acid biosynthetic process
b1094	process	GO:0009245	lipid A biosynthetic process
b1094	process	GO:0006633	fatty acid biosynthetic process
b1094	process	GO:0008610	lipid biosynthetic process
b1094	process	GO:0009245	lipid A biosynthetic process
b1094	process	GO:0009410	response to xenobiotic stimulus
b1094	process	GO:0006629	lipid metabolic process
b1094	process	GO:0006631	fatty acid metabolic process
b1094	process	GO:0006633	fatty acid biosynthetic process
b1094	process	GO:0009245	lipid A biosynthetic process
b1095	process	GO:0006629	lipid metabolic process
b1095	process	GO:0006631	fatty acid metabolic process
b1095	process	GO:0006633	fatty acid biosynthetic process
b1095	process	GO:0009409	response to cold
b1095	process	GO:0019367	fatty acid elongation, saturated fatty acid
b1095	process	GO:1903966	monounsaturated fatty acid biosynthetic process
b1095	process	GO:0006629	lipid metabolic process
b1095	process	GO:0006631	fatty acid metabolic process
b1095	process	GO:0006633	fatty acid biosynthetic process
b1095	process	GO:0006633	fatty acid biosynthetic process
b1096	process	GO:0008153	4-aminobenzoate biosynthetic process
b1096	process	GO:0008153	4-aminobenzoate biosynthetic process
b1096	process	GO:0008652	amino acid biosynthetic process
b1096	process	GO:0046394	carboxylic acid biosynthetic process
b1096	process	GO:0046654	tetrahydrofolate biosynthetic process
b1096	process	GO:0046656	folic acid biosynthetic process
b1097	process	GO:0000270	peptidoglycan metabolic process
b1097	process	GO:0009252	peptidoglycan biosynthetic process
b1097	process	GO:0071555	cell wall organization
b1098	process	GO:0006227	dUDP biosynthetic process
b1098	process	GO:0006233	dTDP biosynthetic process
b1098	process	GO:0006235	dTTP biosynthetic process
b1098	process	GO:0009165	nucleotide biosynthetic process
b1098	process	GO:0006227	dUDP biosynthetic process
b1098	process	GO:0006233	dTDP biosynthetic process
b1098	process	GO:0006235	dTTP biosynthetic process
b1098	process	GO:0009165	nucleotide biosynthetic process
b1098	process	GO:0006233	dTDP biosynthetic process
b1098	process	GO:0006235	dTTP biosynthetic process
b1098	process	GO:0015949	nucleobase-containing small molecule interconversion
b1098	process	GO:0006227	dUDP biosynthetic process
b1098	process	GO:0006233	dTDP biosynthetic process
b1098	process	GO:0006233	dTDP biosynthetic process
b1098	process	GO:0006233	dTDP biosynthetic process
b1098	process	GO:0006235	dTTP biosynthetic process
b1098	process	GO:0006235	dTTP biosynthetic process
b1098	process	GO:0006235	dTTP biosynthetic process
b1098	process	GO:0009165	nucleotide biosynthetic process
b1099	process	GO:0006261	DNA-templated DNA replication
b1099	process	GO:0006260	DNA replication
b1099	process	GO:0006260	DNA replication
b1099	process	GO:0006261	DNA-templated DNA replication
b1099	process	GO:0006261	DNA-templated DNA replication
b1099	process	GO:0071897	DNA biosynthetic process
b1100	process	GO:0006259	DNA metabolic process
b1101	process	GO:0006355	regulation of DNA-templated transcription
b1101	process	GO:0006355	regulation of DNA-templated transcription
b1101	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b1101	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b1101	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b1101	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b1101	process	GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
b1101	process	GO:0098708	D-glucose import across plasma membrane
b1101	process	GO:0098708	D-glucose import across plasma membrane
b1101	process	GO:1904659	D-glucose transmembrane transport
b1101	process	GO:1904659	D-glucose transmembrane transport
b1101	process	GO:1904659	D-glucose transmembrane transport
b1102	process	GO:0042928	ferrichrome import into cell
b1102	process	GO:0006811	monoatomic ion transport
b1102	process	GO:0006826	iron ion transport
b1102	process	GO:0006879	intracellular iron ion homeostasis
b1102	process	GO:0015687	ferric-hydroxamate import into cell
b1102	process	GO:0015891	siderophore transport
b1102	process	GO:0033214	siderophore-iron import into cell
b1102	process	GO:0033214	siderophore-iron import into cell
b1102	process	GO:0034755	iron ion transmembrane transport
b1102	process	GO:0044718	siderophore transmembrane transport
b1102	process	GO:0072711	cellular response to hydroxyurea
b1103	process	GO:0055130	D-alanine catabolic process
b1103	process	GO:0055130	D-alanine catabolic process
b1104	process	GO:0006974	DNA damage response
b1105	process	GO:0009252	peptidoglycan biosynthetic process
b1105	process	GO:0009252	peptidoglycan biosynthetic process
b1105	process	GO:0008360	regulation of cell shape
b1105	process	GO:0009252	peptidoglycan biosynthetic process
b1105	process	GO:0009252	peptidoglycan biosynthetic process
b1105	process	GO:0009252	peptidoglycan biosynthetic process
b1106	process	GO:0006772	thiamine metabolic process
b1106	process	GO:0009229	thiamine diphosphate biosynthetic process
b1106	process	GO:0006772	thiamine metabolic process
b1106	process	GO:0009229	thiamine diphosphate biosynthetic process
b1106	process	GO:0006772	thiamine metabolic process
b1106	process	GO:0009229	thiamine diphosphate biosynthetic process
b1107	process	GO:0005975	carbohydrate metabolic process
b1107	process	GO:0008360	regulation of cell shape
b1107	process	GO:0009252	peptidoglycan biosynthetic process
b1107	process	GO:0009254	peptidoglycan turnover
b1107	process	GO:0051301	cell division
b1107	process	GO:0071555	cell wall organization
b1107	process	GO:0005975	carbohydrate metabolic process
b1107	process	GO:0008360	regulation of cell shape
b1107	process	GO:0009252	peptidoglycan biosynthetic process
b1107	process	GO:0009254	peptidoglycan turnover
b1107	process	GO:0051301	cell division
b1107	process	GO:0071555	cell wall organization
b1107	process	GO:0009254	peptidoglycan turnover
b1107	process	GO:0005975	carbohydrate metabolic process
b1107	process	GO:0008360	regulation of cell shape
b1107	process	GO:0009252	peptidoglycan biosynthetic process
b1107	process	GO:0009254	peptidoglycan turnover
b1107	process	GO:0009254	peptidoglycan turnover
b1107	process	GO:0009254	peptidoglycan turnover
b1107	process	GO:0051301	cell division
b1107	process	GO:0071555	cell wall organization
b1109	process	GO:0009060	aerobic respiration
b1109	process	GO:0009061	anaerobic respiration
b1109	process	GO:0019646	aerobic electron transport chain
b1109	process	GO:0019646	aerobic electron transport chain
b1109	process	GO:0055070	copper ion homeostasis
b1109	process	GO:0055070	copper ion homeostasis
b1109	process	GO:1902600	proton transmembrane transport
b1110	process	GO:0070301	cellular response to hydrogen peroxide
b1110	process	GO:0071361	cellular response to ethanol
b1110	process	GO:0071468	cellular response to acidic pH
b1110	process	GO:1900190	regulation of single-species biofilm formation
b1110	process	GO:1900190	regulation of single-species biofilm formation
b1111	process	GO:0045892	negative regulation of DNA-templated transcription
b1111	process	GO:0046688	response to copper ion
b1111	process	GO:0006351	DNA-templated transcription
b1111	process	GO:0006355	regulation of DNA-templated transcription
b1112	process	GO:0006950	response to stress
b1112	process	GO:0044010	single-species biofilm formation
b1112	process	GO:0046688	response to copper ion
b1112	process	GO:0046688	response to copper ion
b1112	process	GO:0006950	response to stress
b1114	process	GO:0000716	transcription-coupled nucleotide-excision repair, DNA damage recognition
b1114	process	GO:0006281	DNA repair
b1114	process	GO:0006283	transcription-coupled nucleotide-excision repair
b1114	process	GO:0006283	transcription-coupled nucleotide-excision repair
b1114	process	GO:0006283	transcription-coupled nucleotide-excision repair
b1114	process	GO:0006283	transcription-coupled nucleotide-excision repair
b1114	process	GO:0006355	regulation of DNA-templated transcription
b1114	process	GO:0006974	DNA damage response
b1114	process	GO:0000716	transcription-coupled nucleotide-excision repair, DNA damage recognition
b1114	process	GO:0000716	transcription-coupled nucleotide-excision repair, DNA damage recognition
b1114	process	GO:0006281	DNA repair
b1114	process	GO:0006294	nucleotide-excision repair, preincision complex assembly
b1114	process	GO:0006355	regulation of DNA-templated transcription
b1114	process	GO:0006355	regulation of DNA-templated transcription
b1114	process	GO:0006974	DNA damage response
b1115	process	GO:0009246	enterobacterial common antigen biosynthetic process
b1116	process	GO:0042953	lipoprotein transport
b1116	process	GO:0044874	lipoprotein localization to outer membrane
b1116	process	GO:0044874	lipoprotein localization to outer membrane
b1116	process	GO:0042953	lipoprotein transport
b1116	process	GO:0044874	lipoprotein localization to outer membrane
b1116	process	GO:0044874	lipoprotein localization to outer membrane
b1116	process	GO:0089705	protein localization to outer membrane
b1117	process	GO:0044874	lipoprotein localization to outer membrane
b1117	process	GO:0044874	lipoprotein localization to outer membrane
b1117	process	GO:0044873	lipoprotein localization to membrane
b1117	process	GO:0044874	lipoprotein localization to outer membrane
b1117	process	GO:0044874	lipoprotein localization to outer membrane
b1117	process	GO:0044874	lipoprotein localization to outer membrane
b1117	process	GO:0044874	lipoprotein localization to outer membrane
b1117	process	GO:0055085	transmembrane transport
b1117	process	GO:0089705	protein localization to outer membrane
b1117	process	GO:0089705	protein localization to outer membrane
b1117	process	GO:0089705	protein localization to outer membrane
b1118	process	GO:0044874	lipoprotein localization to outer membrane
b1118	process	GO:0044874	lipoprotein localization to outer membrane
b1118	process	GO:0042953	lipoprotein transport
b1118	process	GO:0044874	lipoprotein localization to outer membrane
b1118	process	GO:0044874	lipoprotein localization to outer membrane
b1118	process	GO:0044874	lipoprotein localization to outer membrane
b1119	process	GO:0006044	N-acetylglucosamine metabolic process
b1119	process	GO:0009254	peptidoglycan turnover
b1119	process	GO:0046835	carbohydrate phosphorylation
b1119	process	GO:0006044	N-acetylglucosamine metabolic process
b1119	process	GO:0009254	peptidoglycan turnover
b1119	process	GO:0046835	carbohydrate phosphorylation
b1119	process	GO:0009254	peptidoglycan turnover
b1119	process	GO:0006044	N-acetylglucosamine metabolic process
b1119	process	GO:0009254	peptidoglycan turnover
b1119	process	GO:0046835	carbohydrate phosphorylation
b1122	process	GO:0071978	bacterial-type flagellum-dependent swarming motility
b1123	process	GO:0015847	putrescine transport
b1123	process	GO:0015848	spermidine transport
b1123	process	GO:0015848	spermidine transport
b1123	process	GO:0015848	spermidine transport
b1123	process	GO:0015846	polyamine transport
b1123	process	GO:0015847	putrescine transport
b1123	process	GO:0015847	putrescine transport
b1123	process	GO:1903711	spermidine transmembrane transport
b1124	process	GO:0015847	putrescine transport
b1124	process	GO:1903711	spermidine transmembrane transport
b1124	process	GO:1903711	spermidine transmembrane transport
b1124	process	GO:0015847	putrescine transport
b1124	process	GO:0055085	transmembrane transport
b1124	process	GO:1903711	spermidine transmembrane transport
b1125	process	GO:0015847	putrescine transport
b1125	process	GO:1903711	spermidine transmembrane transport
b1125	process	GO:1903711	spermidine transmembrane transport
b1125	process	GO:0015847	putrescine transport
b1125	process	GO:0055085	transmembrane transport
b1125	process	GO:1903711	spermidine transmembrane transport
b1125	process	GO:1903711	spermidine transmembrane transport
b1126	process	GO:0015847	putrescine transport
b1126	process	GO:1903711	spermidine transmembrane transport
b1126	process	GO:1903711	spermidine transmembrane transport
b1126	process	GO:1903711	spermidine transmembrane transport
b1126	process	GO:0015846	polyamine transport
b1126	process	GO:0015847	putrescine transport
b1126	process	GO:0015847	putrescine transport
b1126	process	GO:0055085	transmembrane transport
b1126	process	GO:1903711	spermidine transmembrane transport
b1127	process	GO:0006508	proteolysis
b1127	process	GO:0006518	peptide metabolic process
b1127	process	GO:0043171	peptide catabolic process
b1127	process	GO:0006508	proteolysis
b1127	process	GO:0006518	peptide metabolic process
b1127	process	GO:0043171	peptide catabolic process
b1127	process	GO:0006518	peptide metabolic process
b1127	process	GO:0006508	proteolysis
b1127	process	GO:0006518	peptide metabolic process
b1127	process	GO:0006518	peptide metabolic process
b1127	process	GO:0043171	peptide catabolic process
b1128	process	GO:0030961	peptidyl-arginine hydroxylation
b1128	process	GO:0043687	post-translational protein modification
b1129	process	GO:0007165	signal transduction
b1129	process	GO:0007165	signal transduction
b1129	process	GO:0007234	osmosensory signaling via phosphorelay pathway
b1129	process	GO:0010350	cellular response to magnesium starvation
b1129	process	GO:0046777	protein autophosphorylation
b1129	process	GO:0046777	protein autophosphorylation
b1129	process	GO:0000160	phosphorelay signal transduction system
b1129	process	GO:0000160	phosphorelay signal transduction system
b1129	process	GO:0007165	signal transduction
b1130	process	GO:0000160	phosphorelay signal transduction system
b1130	process	GO:0006351	DNA-templated transcription
b1130	process	GO:0006355	regulation of DNA-templated transcription
b1130	process	GO:0006355	regulation of DNA-templated transcription
b1130	process	GO:0045893	positive regulation of DNA-templated transcription
b1131	process	GO:0006974	DNA damage response
b1131	process	GO:0006163	purine nucleotide metabolic process
b1131	process	GO:0006164	purine nucleotide biosynthetic process
b1131	process	GO:0006188	IMP biosynthetic process
b1131	process	GO:0006189	'de novo' IMP biosynthetic process
b1131	process	GO:0009152	purine ribonucleotide biosynthetic process
b1131	process	GO:0044208	'de novo' AMP biosynthetic process
b1132	process	GO:0009408	response to heat
b1133	process	GO:0002143	tRNA wobble position uridine thiolation
b1133	process	GO:0006400	tRNA modification
b1133	process	GO:0008033	tRNA processing
b1133	process	GO:0002143	tRNA wobble position uridine thiolation
b1133	process	GO:0002143	tRNA wobble position uridine thiolation
b1133	process	GO:0002143	tRNA wobble position uridine thiolation
b1133	process	GO:0097532	stress response to acid chemical
b1133	process	GO:0002143	tRNA wobble position uridine thiolation
b1133	process	GO:0002143	tRNA wobble position uridine thiolation
b1133	process	GO:0006400	tRNA modification
b1133	process	GO:0008033	tRNA processing
b1135	process	GO:0000455	enzyme-directed rRNA pseudouridine synthesis
b1135	process	GO:0000455	enzyme-directed rRNA pseudouridine synthesis
b1135	process	GO:0001522	pseudouridine synthesis
b1135	process	GO:0006364	rRNA processing
b1135	process	GO:0009451	RNA modification
b1136	process	GO:0006099	tricarboxylic acid cycle
b1136	process	GO:0006979	response to oxidative stress
b1136	process	GO:0022900	electron transport chain
b1136	process	GO:0022900	electron transport chain
b1136	process	GO:0006097	glyoxylate cycle
b1136	process	GO:0006099	tricarboxylic acid cycle
b1136	process	GO:0006099	tricarboxylic acid cycle
b1136	process	GO:0006099	tricarboxylic acid cycle
b1139	process	GO:0006448	regulation of translational elongation
b1139	process	GO:0006508	proteolysis
b1140	process	GO:0006310	DNA recombination
b1140	process	GO:0006310	DNA recombination
b1140	process	GO:0007059	chromosome segregation
b1140	process	GO:0015074	DNA integration
b1140	process	GO:0044826	viral genome integration into host DNA
b1140	process	GO:0046718	symbiont entry into host cell
b1140	process	GO:0075713	establishment of integrated proviral latency
b1141	process	GO:0006310	DNA recombination
b1148	process	GO:2000245	negative regulation of FtsZ-dependent cytokinesis
b1158	process	GO:0006310	DNA recombination
b1158	process	GO:0015074	DNA integration
b1158	process	GO:0006310	DNA recombination
b1158	process	GO:0006310	DNA recombination
b1158	process	GO:0006310	DNA recombination
b1158	process	GO:0015074	DNA integration
b1159	process	GO:0009307	DNA restriction-modification system
b1160	process	GO:0009267	cellular response to starvation
b1160	process	GO:0009267	cellular response to starvation
b1160	process	GO:0010350	cellular response to magnesium starvation
b1160	process	GO:0010350	cellular response to magnesium starvation
b1160	process	GO:0042177	negative regulation of protein catabolic process
b1160	process	GO:0071468	cellular response to acidic pH
b1160	process	GO:0009267	cellular response to starvation
b1160	process	GO:0045893	positive regulation of DNA-templated transcription
b1162	process	GO:0045892	negative regulation of DNA-templated transcription
b1162	process	GO:0006351	DNA-templated transcription
b1162	process	GO:0006355	regulation of DNA-templated transcription
b1162	process	GO:0006355	regulation of DNA-templated transcription
b1163	process	GO:0009637	response to blue light
b1163	process	GO:0009785	blue light signaling pathway
b1163	process	GO:1900190	regulation of single-species biofilm formation
b1164	process	GO:0045892	negative regulation of DNA-templated transcription
b1164	process	GO:0071468	cellular response to acidic pH
b1164	process	GO:0071468	cellular response to acidic pH
b1165	process	GO:1900191	negative regulation of single-species biofilm formation
b1166	process	GO:0071468	cellular response to acidic pH
b1166	process	GO:0042542	response to hydrogen peroxide
b1166	process	GO:0044010	single-species biofilm formation
b1166	process	GO:0071468	cellular response to acidic pH
b1167	process	GO:0044010	single-species biofilm formation
b1168	process	GO:1900190	regulation of single-species biofilm formation
b4520	process	GO:0051301	cell division
b4520	process	GO:0051301	cell division
b1174	process	GO:0032955	regulation of division septum assembly
b1174	process	GO:0051301	cell division
b1174	process	GO:0032955	regulation of division septum assembly
b1174	process	GO:0051301	cell division
b1174	process	GO:0000918	division septum site selection
b1174	process	GO:0000918	division septum site selection
b1174	process	GO:0000918	division septum site selection
b1174	process	GO:0032955	regulation of division septum assembly
b1174	process	GO:0051301	cell division
b1175	process	GO:0000917	division septum assembly
b1175	process	GO:0000918	division septum site selection
b1175	process	GO:0000918	division septum site selection
b1175	process	GO:0007059	chromosome segregation
b1175	process	GO:0008298	intracellular mRNA localization
b1175	process	GO:0032506	cytokinetic process
b1175	process	GO:0051301	cell division
b1175	process	GO:0051301	cell division
b1176	process	GO:0000902	cell morphogenesis
b1176	process	GO:0000917	division septum assembly
b1176	process	GO:0051301	cell division
b1176	process	GO:0051302	regulation of cell division
b1176	process	GO:0051726	regulation of cell cycle
b1176	process	GO:0090529	cell septum assembly
b1176	process	GO:1901891	regulation of cell septum assembly
b1176	process	GO:0000902	cell morphogenesis
b1176	process	GO:0000917	division septum assembly
b1176	process	GO:0051301	cell division
b1176	process	GO:0051302	regulation of cell division
b1176	process	GO:0051726	regulation of cell cycle
b1176	process	GO:0090529	cell septum assembly
b1176	process	GO:1901891	regulation of cell septum assembly
b1176	process	GO:0000902	cell morphogenesis
b1176	process	GO:0000917	division septum assembly
b1176	process	GO:0000918	division septum site selection
b1176	process	GO:0000918	division septum site selection
b1176	process	GO:0000918	division septum site selection
b1176	process	GO:0007105	cytokinesis, division site positioning
b1176	process	GO:0051301	cell division
b1176	process	GO:0051302	regulation of cell division
b1176	process	GO:0051726	regulation of cell cycle
b1176	process	GO:0090529	cell septum assembly
b1176	process	GO:1901891	regulation of cell septum assembly
b1178	process	GO:0006952	defense response
b1180	process	GO:0006107	oxaloacetate metabolic process
b1180	process	GO:0006107	oxaloacetate metabolic process
b1182	process	GO:0031640	killing of cells of another organism
b1182	process	GO:0035821	modulation of process of another organism
b1182	process	GO:0044179	hemolysis in another organism
b1183	process	GO:0006281	DNA repair
b1183	process	GO:0006281	DNA repair
b1183	process	GO:0006355	regulation of DNA-templated transcription
b1183	process	GO:0006508	proteolysis
b1183	process	GO:0006974	DNA damage response
b1183	process	GO:0006974	DNA damage response
b1183	process	GO:0006974	DNA damage response
b1183	process	GO:0009432	SOS response
b1183	process	GO:0009432	SOS response
b1183	process	GO:0009432	SOS response
b1183	process	GO:0019985	translesion synthesis
b1183	process	GO:0019985	translesion synthesis
b1183	process	GO:0045892	negative regulation of DNA-templated transcription
b1184	process	GO:0006281	DNA repair
b1184	process	GO:0006974	DNA damage response
b1184	process	GO:0006974	DNA damage response
b1184	process	GO:0009432	SOS response
b1184	process	GO:0009432	SOS response
b1184	process	GO:0009432	SOS response
b1184	process	GO:0009432	SOS response
b1184	process	GO:0019985	translesion synthesis
b1184	process	GO:0019985	translesion synthesis
b1184	process	GO:0019985	translesion synthesis
b1184	process	GO:0042276	error-prone translesion synthesis
b1185	process	GO:0009408	response to heat
b1185	process	GO:0006457	protein folding
b1185	process	GO:0006457	protein folding
b1186	process	GO:0006811	monoatomic ion transport
b1186	process	GO:0006814	sodium ion transport
b1186	process	GO:0035725	sodium ion transmembrane transport
b1186	process	GO:0055085	transmembrane transport
b1186	process	GO:0006811	monoatomic ion transport
b1186	process	GO:0006814	sodium ion transport
b1186	process	GO:0035725	sodium ion transmembrane transport
b1186	process	GO:0055085	transmembrane transport
b1186	process	GO:0006811	monoatomic ion transport
b1186	process	GO:0006814	sodium ion transport
b1186	process	GO:0010226	response to lithium ion
b1186	process	GO:0035725	sodium ion transmembrane transport
b1186	process	GO:0055085	transmembrane transport
b1187	process	GO:0006351	DNA-templated transcription
b1187	process	GO:0006355	regulation of DNA-templated transcription
b1187	process	GO:0006629	lipid metabolic process
b1187	process	GO:0006631	fatty acid metabolic process
b1187	process	GO:0019217	regulation of fatty acid metabolic process
b1187	process	GO:0006351	DNA-templated transcription
b1187	process	GO:0006355	regulation of DNA-templated transcription
b1187	process	GO:0006629	lipid metabolic process
b1187	process	GO:0006631	fatty acid metabolic process
b1187	process	GO:0019217	regulation of fatty acid metabolic process
b1187	process	GO:0045892	negative regulation of DNA-templated transcription
b1187	process	GO:0045892	negative regulation of DNA-templated transcription
b1187	process	GO:0045893	positive regulation of DNA-templated transcription
b1187	process	GO:0006351	DNA-templated transcription
b1187	process	GO:0006355	regulation of DNA-templated transcription
b1187	process	GO:0006355	regulation of DNA-templated transcription
b1187	process	GO:0006629	lipid metabolic process
b1187	process	GO:0006631	fatty acid metabolic process
b1187	process	GO:0019217	regulation of fatty acid metabolic process
b1187	process	GO:0019217	regulation of fatty acid metabolic process
b1187	process	GO:0045723	positive regulation of fatty acid biosynthetic process
b1188	process	GO:0006974	DNA damage response
b1189	process	GO:0019478	D-amino acid catabolic process
b1189	process	GO:0055130	D-alanine catabolic process
b1189	process	GO:0019478	D-amino acid catabolic process
b1189	process	GO:0055130	D-alanine catabolic process
b1189	process	GO:0019478	D-amino acid catabolic process
