locus_tag	type	GO_ID	GO_term
BPS_RS02450	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS02460	component	GO:0016020	membrane
BPS_RS02460	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS02460	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS02460	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS02470	process	GO:0009432	SOS response
BPS_RS02470	process	GO:0051782	                     /GO_process=""GO:0051782 - negative regulation of cell
BPS_RS02475	function	GO:0003684	damaged DNA binding
BPS_RS02475	function	GO:0003887	                     /GO_function=""GO:0003887 - DNA-directed DNA polymerase
BPS_RS02475	function	GO:0046872	metal ion binding
BPS_RS02475	process	GO:0006260	DNA replication
BPS_RS02475	process	GO:0006281	DNA repair
BPS_RS02490	component	GO:0005886	plasma membrane
BPS_RS02490	component	GO:0016020	membrane
BPS_RS02490	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS02490	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS02495	component	GO:0016020	membrane
BPS_RS02495	function	GO:0016717	                     /GO_function=""GO:0016717 - oxidoreductase activity, acting
BPS_RS02495	function	GO:0046872	metal ion binding
BPS_RS02495	process	GO:0006633	                     /GO_process=""GO:0006633 - fatty acid biosynthetic process
BPS_RS02500	function	GO:0008483	transaminase activity
BPS_RS02500	process	GO:0019491	                     /GO_process=""GO:0019491 - ectoine biosynthetic process
BPS_RS02510	component	GO:0016020	membrane
BPS_RS02510	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS02510	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS02510	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS02510	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS02515	function	GO:0005524	ATP binding
BPS_RS02520	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS02525	function	GO:0008168	                     /GO_function=""GO:0008168 - methyltransferase activity
BPS_RS02525	function	GO:1904047	                     /GO_function=""GO:1904047 - S-adenosyl-L-methionine binding
BPS_RS02535	function	GO:0003995	                     /GO_function=""GO:0003995 - acyl-CoA dehydrogenase activity
BPS_RS02535	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS02535	process	GO:0006631	                     /GO_process=""GO:0006631 - fatty acid metabolic process
BPS_RS02560	function	GO:0046872	metal ion binding
BPS_RS02575	function	GO:0000035	acyl binding
BPS_RS02575	function	GO:0000036	acyl carrier activity
BPS_RS02575	process	GO:0006633	                     /GO_process=""GO:0006633 - fatty acid biosynthetic process
BPS_RS02575	process	GO:0009245	                     /GO_process=""GO:0009245 - lipid A biosynthetic process
BPS_RS02590	function	GO:0003677	DNA binding
BPS_RS02590	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS02595	function	GO:0003677	DNA binding
BPS_RS02595	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS02600	function	GO:0008448	                     /GO_function=""GO:0008448 - N-acetylglucosamine-6-phosphate
BPS_RS02600	process	GO:0006044	                     /GO_process=""GO:0006044 - N-acetylglucosamine metabolic
BPS_RS02605	function	GO:0016787	hydrolase activity
BPS_RS02605	function	GO:0097367	                     /GO_function=""GO:0097367 - carbohydrate derivative binding
BPS_RS02605	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS02610	function	GO:0008965	                     /GO_function=""GO:0008965 - phosphoenolpyruvate-protein
BPS_RS02610	process	GO:0009401	                     /GO_process=""GO:0009401 - phosphoenolpyruvate-dependent
BPS_RS02615	component	GO:0016020	membrane
BPS_RS02615	function	GO:0008982	                     /GO_function=""GO:0008982 -
BPS_RS02615	function	GO:0015572	                     /GO_function=""GO:0015572 - N-acetylglucosamine
BPS_RS02615	process	GO:0009401	                     /GO_process=""GO:0009401 - phosphoenolpyruvate-dependent
BPS_RS02620	function	GO:0004553	                     /GO_function=""GO:0004553 - hydrolase activity, hydrolyzing
BPS_RS02620	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS02630	function	GO:0016682	                     /GO_function=""GO:0016682 - oxidoreductase activity, acting
BPS_RS02635	function	GO:0016682	                     /GO_function=""GO:0016682 - oxidoreductase activity, acting
BPS_RS02640	component	GO:0070069	cytochrome complex
BPS_RS02640	function	GO:0009055	                     /GO_function=""GO:0009055 - electron transfer activity
BPS_RS02640	process	GO:0019646	                     /GO_process=""GO:0019646 - aerobic electron transport chain
BPS_RS02650	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS02650	function	GO:0016987	sigma factor activity
BPS_RS02650	process	GO:0006352	                     /GO_process=""GO:0006352 - DNA-templated transcription
BPS_RS02650	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS02665	function	GO:0003852	                     /GO_function=""GO:0003852 - 2-isopropylmalate synthase
BPS_RS02665	process	GO:0009098	                     /GO_process=""GO:0009098 - L-leucine biosynthetic process
BPS_RS02675	function	GO:0016747	                     /GO_function=""GO:0016747 - acyltransferase activity,
BPS_RS02685	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS02690	function	GO:0008942	nitrite reductase
BPS_RS02690	function	GO:0051537	                     /GO_function=""GO:0051537 - 2 iron, 2 sulfur cluster
BPS_RS02695	function	GO:0008942	nitrite reductase
BPS_RS02695	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS02695	function	GO:0050661	NADP binding
BPS_RS02695	process	GO:0042128	nitrate assimilation
BPS_RS02700	component	GO:0005737	cytoplasm
BPS_RS02700	function	GO:0016034	                     /GO_function=""GO:0016034 - maleylacetoacetate isomerase
BPS_RS02700	process	GO:0006559	                     /GO_process=""GO:0006559 - L-phenylalanine catabolic
BPS_RS02700	process	GO:0006572	                     /GO_process=""GO:0006572 - tyrosine catabolic process
BPS_RS02705	function	GO:0003924	GTPase activity
BPS_RS02705	function	GO:0005047	                     /GO_function=""GO:0005047 - signal recognition particle
BPS_RS02705	process	GO:0006614	                     /GO_process=""GO:0006614 - SRP-dependent cotranslational
BPS_RS02705	process	GO:0009306	protein secretion
BPS_RS02710	function	GO:0052913	                     /GO_function=""GO:0052913 - 16S rRNA
BPS_RS02710	process	GO:0031167	rRNA methylation
BPS_RS02715	function	GO:0004595	                     /GO_function=""GO:0004595 - pantetheine-phosphate
BPS_RS02715	process	GO:0015937	                     /GO_process=""GO:0015937 - coenzyme A biosynthetic process
BPS_RS02725	function	GO:0004400	                     /GO_function=""GO:0004400 - histidinol-phosphate
BPS_RS02725	process	GO:0000105	                     /GO_process=""GO:0000105 - L-histidine biosynthetic process
BPS_RS02730	function	GO:0004045	                     /GO_function=""GO:0004045 - aminoacyl-tRNA hydrolase
BPS_RS02735	function	GO:0003735	                     /GO_function=""GO:0003735 - structural constituent of
BPS_RS02735	function	GO:0008097	5S rRNA binding
BPS_RS02735	process	GO:0006412	translation
BPS_RS02740	component	GO:0005737	cytoplasm
BPS_RS02740	function	GO:0000287	magnesium ion binding
BPS_RS02740	function	GO:0004749	                     /GO_function=""GO:0004749 - ribose phosphate
BPS_RS02740	function	GO:0005524	ATP binding
BPS_RS02740	function	GO:0016301	kinase activity
BPS_RS02740	process	GO:0006015	                     /GO_process=""GO:0006015 - 5-phosphoribose 1-diphosphate
BPS_RS02740	process	GO:0009156	                     /GO_process=""GO:0009156 - ribonucleoside monophosphate
BPS_RS02740	process	GO:0009165	                     /GO_process=""GO:0009165 - nucleotide biosynthetic process
BPS_RS02740	process	GO:0016310	phosphorylation
BPS_RS02750	function	GO:0050515	                     /GO_function=""GO:0050515 - 4-(cytidine
BPS_RS02750	process	GO:0016114	                     /GO_process=""GO:0016114 - terpenoid biosynthetic process
BPS_RS02755	component	GO:0009279	cell outer membrane
BPS_RS02755	process	GO:0015031	protein transport
BPS_RS02765	function	GO:0003676	nucleic acid binding
BPS_RS02765	function	GO:0003684	damaged DNA binding
BPS_RS02765	function	GO:0003906	                     /GO_function=""GO:0003906 - DNA-(apurinic or apyrimidinic
BPS_RS02765	function	GO:0008270	zinc ion binding
BPS_RS02765	function	GO:0008534	                     /GO_function=""GO:0008534 - oxidized purine nucleobase
BPS_RS02765	function	GO:0016799	                     /GO_function=""GO:0016799 - hydrolase activity, hydrolyzing
BPS_RS02765	function	GO:0019104	                     /GO_function=""GO:0019104 - DNA N-glycosylase activity
BPS_RS02765	process	GO:0006281	DNA repair
BPS_RS02765	process	GO:0006284	base-excision repair
BPS_RS02770	function	GO:0019104	                     /GO_function=""GO:0019104 - DNA N-glycosylase activity
BPS_RS02770	process	GO:0006284	base-excision repair
BPS_RS02780	function	GO:0005524	ATP binding
BPS_RS02785	function	GO:0000155	                     /GO_function=""GO:0000155 - phosphorelay sensor kinase
BPS_RS02785	function	GO:0005524	ATP binding
BPS_RS02785	process	GO:0000160	                     /GO_process=""GO:0000160 - phosphorelay signal transduction
BPS_RS02785	process	GO:0006109	                     /GO_process=""GO:0006109 - regulation of carbohydrate
BPS_RS02790	function	GO:0008982	                     /GO_function=""GO:0008982 -
BPS_RS02790	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS02790	process	GO:0009401	                     /GO_process=""GO:0009401 - phosphoenolpyruvate-dependent
BPS_RS02795	component	GO:0005840	ribosome
BPS_RS02795	function	GO:0045182	                     /GO_function=""GO:0045182 - translation regulator activity
BPS_RS02800	function	GO:0003677	DNA binding
BPS_RS02800	function	GO:0016987	sigma factor activity
BPS_RS02800	process	GO:0006352	                     /GO_process=""GO:0006352 - DNA-templated transcription
BPS_RS02805	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS02805	function	GO:0015221	                     /GO_function=""GO:0015221 - lipopolysaccharide
BPS_RS02805	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS02805	process	GO:0015920	                     /GO_process=""GO:0015920 - lipopolysaccharide transport
BPS_RS02810	component	GO:0042597	periplasmic space
BPS_RS02810	function	GO:0001530	                     /GO_function=""GO:0001530 - lipopolysaccharide binding
BPS_RS02810	process	GO:0015920	                     /GO_process=""GO:0015920 - lipopolysaccharide transport
BPS_RS02815	component	GO:0005886	plasma membrane
BPS_RS02815	function	GO:0015221	                     /GO_function=""GO:0015221 - lipopolysaccharide
BPS_RS02815	process	GO:0015920	                     /GO_process=""GO:0015920 - lipopolysaccharide transport
BPS_RS02820	function	GO:0016788	                     /GO_function=""GO:0016788 - hydrolase activity, acting on
BPS_RS02830	component	GO:0016020	membrane
BPS_RS02830	function	GO:0015297	antiporter activity
BPS_RS02830	process	GO:0006812	                     /GO_process=""GO:0006812 - monoatomic cation transport
BPS_RS02830	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS02830	process	GO:1902600	                     /GO_process=""GO:1902600 - proton transmembrane transport
BPS_RS02835	function	GO:0003999	                     /GO_function=""GO:0003999 - adenine
BPS_RS02835	process	GO:0006168	adenine salvage
BPS_RS02835	process	GO:0009116	                     /GO_process=""GO:0009116 - nucleoside metabolic process
BPS_RS02840	component	GO:0016020	membrane
BPS_RS02840	process	GO:0006865	amino acid transport
BPS_RS02850	function	GO:0008864	                     /GO_function=""GO:0008864 - formyltetrahydrofolate
BPS_RS02850	process	GO:0006189	                     /GO_process=""GO:0006189 - 'de novo' IMP biosynthetic
BPS_RS02855	function	GO:0015562	                     /GO_function=""GO:0015562 - efflux transmembrane
BPS_RS02855	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS02855	process	GO:1905887	                     /GO_process=""GO:1905887 - autoinducer AI-2 transmembrane
BPS_RS02860	function	GO:0003677	DNA binding
BPS_RS02860	function	GO:0005524	ATP binding
BPS_RS02860	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS02860	process	GO:0006289	                     /GO_process=""GO:0006289 - nucleotide-excision repair
BPS_RS02865	component	GO:0016020	membrane
BPS_RS02865	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS02865	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS02880	function	GO:0003677	DNA binding
BPS_RS02920	function	GO:0003677	DNA binding
BPS_RS02940	function	GO:0003677	DNA binding
BPS_RS02945	function	GO:0004518	nuclease activity
BPS_RS02960	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS02960	process	GO:0006302	                     /GO_process=""GO:0006302 - double-strand break repair
BPS_RS03000	function	GO:0008236	                     /GO_function=""GO:0008236 - serine-type peptidase activity
BPS_RS03000	process	GO:0006508	proteolysis
BPS_RS03020	function	GO:0003677	DNA binding
BPS_RS03020	process	GO:0006310	DNA recombination
BPS_RS03020	process	GO:0015074	DNA integration
BPS_RS32310	function	GO:0003677	DNA binding
BPS_RS32310	process	GO:0006310	DNA recombination
BPS_RS32310	process	GO:0015074	DNA integration
BPS_RS03035	function	GO:0016787	hydrolase activity
BPS_RS03055	process	GO:0051607	                     /GO_process=""GO:0051607 - defense response to virus
BPS_RS03060	process	GO:0051607	                     /GO_process=""GO:0051607 - defense response to virus
BPS_RS03085	function	GO:0003677	DNA binding
BPS_RS03085	process	GO:0006310	DNA recombination
BPS_RS03085	process	GO:0015074	DNA integration
BPS_RS03095	function	GO:0051920	                     /GO_function=""GO:0051920 - peroxiredoxin activity
BPS_RS03140	function	GO:0051219	                     /GO_function=""GO:0051219 - phosphoprotein binding
BPS_RS03170	component	GO:0005886	plasma membrane
BPS_RS03170	function	GO:0005525	GTP binding
BPS_RS03170	function	GO:0046872	metal ion binding
BPS_RS03170	function	GO:0052621	                     /GO_function=""GO:0052621 - diguanylate cyclase activity
BPS_RS03170	function	GO:0071111	                     /GO_function=""GO:0071111 - cyclic-guanylate-specific
BPS_RS03175	component	GO:0016020	membrane
BPS_RS03180	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS03185	function	GO:0016779	                     /GO_function=""GO:0016779 - nucleotidyltransferase activity
BPS_RS03185	process	GO:0000271	                     /GO_process=""GO:0000271 - polysaccharide biosynthetic
BPS_RS03190	function	GO:0008080	                     /GO_function=""GO:0008080 - N-acetyltransferase activity
BPS_RS03190	function	GO:0016746	                     /GO_function=""GO:0016746 - acyltransferase activity
BPS_RS03210	function	GO:0005524	ATP binding
BPS_RS03210	function	GO:0008134	                     /GO_function=""GO:0008134 - transcription factor binding
BPS_RS03210	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS03220	function	GO:0004553	                     /GO_function=""GO:0004553 - hydrolase activity, hydrolyzing
BPS_RS03220	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS03235	function	GO:0003995	                     /GO_function=""GO:0003995 - acyl-CoA dehydrogenase activity
BPS_RS03235	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS03245	function	GO:0003677	DNA binding
BPS_RS03245	function	GO:0030552	cAMP binding
BPS_RS03255	function	GO:0003677	DNA binding
BPS_RS03255	function	GO:0030552	cAMP binding
BPS_RS03260	function	GO:0016780	                     /GO_function=""GO:0016780 - phosphotransferase activity,
BPS_RS03265	component	GO:0016020	membrane
BPS_RS03265	function	GO:0015159	                     /GO_function=""GO:0015159 - polysaccharide transmembrane
BPS_RS03265	process	GO:0015774	                     /GO_process=""GO:0015774 - polysaccharide transport
BPS_RS03270	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS03270	process	GO:0006486	protein glycosylation
BPS_RS03285	function	GO:0016787	hydrolase activity
BPS_RS03295	component	GO:0016020	membrane
BPS_RS03295	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS03295	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS03300	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS03300	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS03315	function	GO:0003677	DNA binding
BPS_RS03315	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS03315	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS03320	function	GO:0047420	                     /GO_function=""GO:0047420 - N-acyl-D-amino-acid deacylase
BPS_RS03330	function	GO:0033739	                     /GO_function=""GO:0033739 - preQ1 synthase activity
BPS_RS03330	function	GO:0043867	                     /GO_function=""GO:0043867 - 7-cyano-7-deazaguanine
BPS_RS03330	process	GO:0008616	                     /GO_process=""GO:0008616 - queuosine biosynthetic process
BPS_RS03335	function	GO:0004794	                     /GO_function=""GO:0004794 - threonine deaminase activity
BPS_RS03335	process	GO:0009097	                     /GO_process=""GO:0009097 - isoleucine biosynthetic process
BPS_RS03355	function	GO:1904047	                     /GO_function=""GO:1904047 - S-adenosyl-L-methionine binding
BPS_RS03365	function	GO:0008168	                     /GO_function=""GO:0008168 - methyltransferase activity
BPS_RS03375	function	GO:0032934	sterol binding
BPS_RS03380	process	GO:0006744	                     /GO_process=""GO:0006744 - ubiquinone biosynthetic process
BPS_RS03385	function	GO:0008757	                     /GO_function=""GO:0008757 - S-adenosylmethionine-dependent
BPS_RS03390	function	GO:0008270	zinc ion binding
BPS_RS03400	function	GO:0000166	nucleotide binding
BPS_RS03400	function	GO:0004812	                     /GO_function=""GO:0004812 - aminoacyl-tRNA ligase activity
BPS_RS03400	function	GO:0005524	ATP binding
BPS_RS03400	function	GO:0016874	ligase activity
BPS_RS03400	process	GO:0006418	                     /GO_process=""GO:0006418 - tRNA aminoacylation for protein
BPS_RS03405	function	GO:0008828	                     /GO_function=""GO:0008828 - dATP diphosphatase activity
BPS_RS03405	function	GO:0019177	                     /GO_function=""GO:0019177 - dihydroneopterin triphosphate
BPS_RS03405	process	GO:0046656	                     /GO_process=""GO:0046656 - folic acid biosynthetic process
BPS_RS03410	function	GO:0008808	                     /GO_function=""GO:0008808 - cardiolipin synthase activity
BPS_RS03410	process	GO:0032049	                     /GO_process=""GO:0032049 - cardiolipin biosynthetic process
BPS_RS03415	function	GO:0003677	DNA binding
BPS_RS03415	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS03415	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS03430	function	GO:0016746	                     /GO_function=""GO:0016746 - acyltransferase activity
BPS_RS03440	component	GO:0009326	                     /GO_component=""GO:0009326 - formate dehydrogenase complex
BPS_RS03440	function	GO:0016783	                     /GO_function=""GO:0016783 - sulfurtransferase activity
BPS_RS03440	process	GO:0009061	anaerobic respiration
BPS_RS03440	process	GO:0015942	                     /GO_process=""GO:0015942 - formate metabolic process
BPS_RS03450	function	GO:0016787	hydrolase activity
BPS_RS03450	function	GO:0016790	                     /GO_function=""GO:0016790 - thiolester hydrolase activity
BPS_RS03455	function	GO:0005524	ATP binding
BPS_RS03455	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS03455	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS03455	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS03460	function	GO:0016779	                     /GO_function=""GO:0016779 - nucleotidyltransferase activity
BPS_RS03460	process	GO:0009252	                     /GO_process=""GO:0009252 - peptidoglycan biosynthetic
BPS_RS03470	process	GO:0015920	                     /GO_process=""GO:0015920 - lipopolysaccharide transport
BPS_RS03475	function	GO:0003755	                     /GO_function=""GO:0003755 - peptidyl-prolyl cis-trans
BPS_RS03480	function	GO:0050570	                     /GO_function=""GO:0050570 - 4-hydroxythreonine-4-phosphate
BPS_RS03480	function	GO:0051287	NAD binding
BPS_RS03480	process	GO:0042823	                     /GO_process=""GO:0042823 - pyridoxal phosphate biosynthetic
BPS_RS03485	function	GO:0000179	                     /GO_function=""GO:0000179 - rRNA
BPS_RS03485	process	GO:0006364	rRNA processing
BPS_RS03490	component	GO:0016020	membrane
BPS_RS03490	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS03490	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS03495	function	GO:0004462	                     /GO_function=""GO:0004462 - lactoylglutathione lyase
BPS_RS03495	function	GO:0046872	metal ion binding
BPS_RS03495	process	GO:0051596	                     /GO_process=""GO:0051596 - methylglyoxal catabolic process
BPS_RS03500	function	GO:0008233	peptidase activity
BPS_RS03500	function	GO:0008237	                     /GO_function=""GO:0008237 - metallopeptidase activity
BPS_RS03500	function	GO:0008270	zinc ion binding
BPS_RS03500	function	GO:0016787	hydrolase activity
BPS_RS03500	function	GO:0046872	metal ion binding
BPS_RS03500	process	GO:0006508	proteolysis
BPS_RS03505	function	GO:0016746	                     /GO_function=""GO:0016746 - acyltransferase activity
BPS_RS03505	process	GO:0008654	                     /GO_process=""GO:0008654 - phospholipid biosynthetic
BPS_RS03510	function	GO:0016791	phosphatase activity
BPS_RS03510	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS03515	component	GO:0005737	cytoplasm
BPS_RS03515	function	GO:0000166	nucleotide binding
BPS_RS03515	function	GO:0004820	                     /GO_function=""GO:0004820 - glycine-tRNA ligase activity
BPS_RS03515	function	GO:0005524	ATP binding
BPS_RS03515	process	GO:0006426	                     /GO_process=""GO:0006426 - glycyl-tRNA aminoacylation
BPS_RS03520	component	GO:0005737	cytoplasm
BPS_RS03520	function	GO:0000166	nucleotide binding
BPS_RS03520	function	GO:0004820	                     /GO_function=""GO:0004820 - glycine-tRNA ligase activity
BPS_RS03520	function	GO:0005524	ATP binding
BPS_RS03520	process	GO:0006426	                     /GO_process=""GO:0006426 - glycyl-tRNA aminoacylation
BPS_RS03525	component	GO:0016020	membrane
BPS_RS03525	function	GO:0016410	                     /GO_function=""GO:0016410 - N-acyltransferase activity
BPS_RS03525	process	GO:0042158	                     /GO_process=""GO:0042158 - lipoprotein biosynthetic process
BPS_RS03545	function	GO:0005524	ATP binding
BPS_RS03550	function	GO:0016782	                     /GO_function=""GO:0016782 - transferase activity,
BPS_RS03550	function	GO:0051539	                     /GO_function=""GO:0051539 - 4 iron, 4 sulfur cluster
BPS_RS03550	function	GO:1904047	                     /GO_function=""GO:1904047 - S-adenosyl-L-methionine binding
BPS_RS03550	process	GO:0006400	tRNA modification
BPS_RS03555	component	GO:0032993	protein-DNA complex
BPS_RS03555	function	GO:0001216	                     /GO_function=""GO:0001216 - DNA-binding transcription
BPS_RS03555	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS03560	component	GO:0005886	plasma membrane
BPS_RS03560	component	GO:0016020	membrane
BPS_RS03560	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS03560	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS03565	function	GO:0003677	DNA binding
BPS_RS03565	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS03565	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS03570	function	GO:0008686	                     /GO_function=""GO:0008686 -
BPS_RS03575	function	GO:0016787	hydrolase activity
BPS_RS03580	component	GO:0016020	membrane
BPS_RS03580	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS03580	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS03590	function	GO:0004066	                     /GO_function=""GO:0004066 - asparagine synthase
BPS_RS03590	process	GO:0006529	                     /GO_process=""GO:0006529 - asparagine biosynthetic process
BPS_RS03595	function	GO:0003866	                     /GO_function=""GO:0003866 - 3-phosphoshikimate
BPS_RS03595	process	GO:0009073	                     /GO_process=""GO:0009073 - aromatic amino acid family
BPS_RS03615	function	GO:0015267	channel activity
BPS_RS03615	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS03620	function	GO:0004370	                     /GO_function=""GO:0004370 - glycerol kinase activity
BPS_RS03620	process	GO:0006072	                     /GO_process=""GO:0006072 - glycerol-3-phosphate metabolic
BPS_RS03625	component	GO:0009331	                     /GO_component=""GO:0009331 - glycerol-3-phosphate
BPS_RS03625	function	GO:0004368	                     /GO_function=""GO:0004368 - glycerol-3-phosphate
BPS_RS03625	process	GO:0006072	                     /GO_process=""GO:0006072 - glycerol-3-phosphate metabolic
BPS_RS03640	function	GO:0003677	DNA binding
BPS_RS03640	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS03645	function	GO:0016787	hydrolase activity
BPS_RS03650	function	GO:0046872	metal ion binding
BPS_RS03660	function	GO:0003676	nucleic acid binding
BPS_RS03660	function	GO:0005524	ATP binding
BPS_RS03660	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS03665	function	GO:0009055	                     /GO_function=""GO:0009055 - electron transfer activity
BPS_RS03665	function	GO:0020037	heme binding
BPS_RS03665	function	GO:0046872	metal ion binding
BPS_RS03670	function	GO:0009055	                     /GO_function=""GO:0009055 - electron transfer activity
BPS_RS03670	function	GO:0020037	heme binding
BPS_RS03670	function	GO:0046872	metal ion binding
BPS_RS03675	component	GO:0016020	membrane
BPS_RS03680	function	GO:0008869	                     /GO_function=""GO:0008869 - galactonate dehydratase
BPS_RS03680	process	GO:0009063	                     /GO_process=""GO:0009063 - amino acid catabolic process
BPS_RS03685	function	GO:0016846	                     /GO_function=""GO:0016846 - carbon-sulfur lyase activity
BPS_RS03685	function	GO:0046872	metal ion binding
BPS_RS03695	function	GO:0003993	                     /GO_function=""GO:0003993 - acid phosphatase activity
BPS_RS03695	function	GO:0046872	metal ion binding
BPS_RS03695	process	GO:0016311	dephosphorylation
BPS_RS03715	component	GO:0016020	membrane
BPS_RS03715	process	GO:0007165	signal transduction
BPS_RS32315	component	GO:0016020	membrane
BPS_RS32315	function	GO:0015293	symporter activity
BPS_RS03740	function	GO:0043828	                     /GO_function=""GO:0043828 - tRNA 2-selenouridine synthase
BPS_RS03740	process	GO:0002098	                     /GO_process=""GO:0002098 - tRNA wobble uridine modification
BPS_RS03750	function	GO:0005524	ATP binding
BPS_RS03750	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS03750	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS03750	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS03755	component	GO:0016020	membrane
BPS_RS03755	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS03755	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS03755	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS03760	process	GO:0046677	response to antibiotic
BPS_RS03765	function	GO:0016787	hydrolase activity
BPS_RS03770	function	GO:0004514	                     /GO_function=""GO:0004514 - nicotinate-nucleotide
BPS_RS03770	process	GO:0009435	                     /GO_process=""GO:0009435 - NAD biosynthetic process
BPS_RS03785	function	GO:0009055	                     /GO_function=""GO:0009055 - electron transfer activity
BPS_RS03785	function	GO:0020037	heme binding
